"word","count","topic","color"
"increase in rainfall",12,"Rainfall and Flood Risk Assessment","#1F78B4"
"to be prepared and protect",9,"Protection and Preparedness","#FB9A99"
"avoid damage and its costs",8,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"safe than sorry",5,"Protection and Preparedness","#FB9A99"
"confusion about personal home",4,"Data Interpretation and Understanding","#B2DF8A"
"cost effective",4,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"logical choice",4,"Perception and Personal Judgment","#33A02C"
"amount of rain",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"feels right",3,"Perception and Personal Judgment","#33A02C"
"history of flood",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"increase in risk of flood(s)",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"not in a flood zone",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"risk of flood(s)",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"change in rainfall",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"good investment",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"low amount of rain",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"more information wanted",2,"Data Interpretation and Understanding","#B2DF8A"
"protection of home and family",2,"Protection and Preparedness","#FB9A99"
"the description",2,"Data Interpretation and Understanding","#B2DF8A"
"too expensive",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"?",1,"No Reason","#E31A1C"
"based on average",1,"Data Interpretation and Understanding","#B2DF8A"
"based on emissions scenario(s)/ projections",1,"Data Interpretation and Understanding","#B2DF8A"
"based on the graph",1,"Data Interpretation and Understanding","#B2DF8A"
"cost benefit analysis",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"high amount of rain",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"I don't know",1,"No Reason","#E31A1C"
"low risk of flooding",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"not worth the cost",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"other actions can be done",1,"Protection and Preparedness","#FB9A99"
"saves money",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
