"word","count","topic","color"
"cost effective",42,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"logical choice",29,"Perception and Personal Judgment","#33A02C"
"to be prepared and protect",18,"Protection and Preparedness","#FB9A99"
"fix and forget",17,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"long lasting",16,"Protection and Preparedness","#FB9A99"
"increase in rainfall",15,"Rainfall and Flood Risk Assessment","#1F78B4"
"cost benefit analysis",14,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"I don't know",14,"No Reason","#E31A1C"
"saves money",14,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"feels right",11,"Perception and Personal Judgment","#33A02C"
"based on the graph",9,"Data Interpretation and Understanding","#B2DF8A"
"?",8,"No Reason","#E31A1C"
"based on average",8,"Data Interpretation and Understanding","#B2DF8A"
"erosion control",7,"Perception and Personal Judgment","#33A02C"
"protection of home and family",7,"Protection and Preparedness","#FB9A99"
"amount of rain",6,"Rainfall and Flood Risk Assessment","#1F78B4"
"avoid damage and its costs",5,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"based on 2 events",5,"Data Interpretation and Understanding","#B2DF8A"
"best economic choice",5,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"best level of protection",5,"Protection and Preparedness","#FB9A99"
"based on emissions scenario(s)/ projections",4,"Data Interpretation and Understanding","#B2DF8A"
"freeboard added",4,"Data Interpretation and Understanding","#B2DF8A"
"no comment",4,"No Reason","#E31A1C"
"not needed",4,"Protection and Preparedness","#FB9A99"
"watch and decide later",4,"Protection and Preparedness","#FB9A99"
"based on prior experience",3,"Perception and Personal Judgment","#33A02C"
"confusion about personal home",3,"Data Interpretation and Understanding","#B2DF8A"
"environmental impact",3,"Perception and Personal Judgment","#33A02C"
"the description",3,"Data Interpretation and Understanding","#B2DF8A"
"weather is unpredictable",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"acceptable damage costs",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"based on 4 events",2,"Data Interpretation and Understanding","#B2DF8A"
"change in rainfall",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"history of flood",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"little to no change in risk",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"low amount of rain",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"low maintenance",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"more information wanted",2,"Data Interpretation and Understanding","#B2DF8A"
"risk of flood(s)",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"decrease in rainfall",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"high amount of rain",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"I don't believe it",1,"Perception and Personal Judgment","#33A02C"
"I don't understand",1,"Data Interpretation and Understanding","#B2DF8A"
"increase property value",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"insurance costs",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"it is only rain",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"low risk of flooding",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"not in a flood zone",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"not worth the cost",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"safe than sorry",1,"Protection and Preparedness","#FB9A99"
"too expensive",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
