"word","count","topic","color"
"logical choice",39,"Perception and Personal Judgment","#33A02C"
"best economic choice",20,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"cost effective",18,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"long lasting",16,"Protection and Preparedness","#FB9A99"
"I don't know",12,"No Reason","#E31A1C"
"increase in rainfall",12,"Rainfall and Flood Risk Assessment","#1F78B4"
"feels right",11,"Perception and Personal Judgment","#33A02C"
"to be prepared and protect",11,"Protection and Preparedness","#FB9A99"
"cost benefit analysis",9,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"?",8,"No Reason","#E31A1C"
"amount of rain",7,"Rainfall and Flood Risk Assessment","#1F78B4"
"fix and forget",7,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"low maintenance",7,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"based on 2 events",5,"Data Interpretation and Understanding","#B2DF8A"
"protection of home and family",5,"Protection and Preparedness","#FB9A99"
"safe than sorry",5,"Protection and Preparedness","#FB9A99"
"saves money",5,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"advantages it offers",4,"Perception and Personal Judgment","#33A02C"
"avoid damage and its costs",4,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"based on average",4,"Data Interpretation and Understanding","#B2DF8A"
"based on the graph",4,"Data Interpretation and Understanding","#B2DF8A"
"best level of protection",4,"Protection and Preparedness","#FB9A99"
"freeboard added",4,"Data Interpretation and Understanding","#B2DF8A"
"based on 4 events",3,"Data Interpretation and Understanding","#B2DF8A"
"based on emissions scenario(s)/ projections",3,"Data Interpretation and Understanding","#B2DF8A"
"I don't understand",3,"Data Interpretation and Understanding","#B2DF8A"
"increase property value",3,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"low amount of rain",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"not needed",3,"Protection and Preparedness","#FB9A99"
"erosion control",2,"Perception and Personal Judgment","#33A02C"
"low risk of flooding",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"more information wanted",2,"Data Interpretation and Understanding","#B2DF8A"
"no comment",2,"No Reason","#E31A1C"
"the description",2,"Data Interpretation and Understanding","#B2DF8A"
"too expensive",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"based on the hindcast",1,"Data Interpretation and Understanding","#B2DF8A"
"change in rainfall",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"confusion about personal home",1,"Data Interpretation and Understanding","#B2DF8A"
"high amount of rain",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"increase in risk of flood(s)",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"likely to move",1,"Perception and Personal Judgment","#33A02C"
"other actions can be done",1,"Protection and Preparedness","#FB9A99"
"risk of flood(s)",1,"Rainfall and Flood Risk Assessment","#1F78B4"
