"word","count","topic","color"
"to be prepared and protect",42,"Protection and Preparedness","#FB9A99"
"increase in rainfall",41,"Rainfall and Flood Risk Assessment","#1F78B4"
"avoid damage and its costs",38,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"safe than sorry",20,"Protection and Preparedness","#FB9A99"
"risk of flood(s)",17,"Rainfall and Flood Risk Assessment","#1F78B4"
"I don't know",16,"No Reason","#E31A1C"
"logical choice",15,"Perception and Personal Judgment","#33A02C"
"confusion about personal home",14,"Data Interpretation and Understanding","#B2DF8A"
"feels right",12,"Perception and Personal Judgment","#33A02C"
"cost effective",11,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"too expensive",11,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"based on the graph",10,"Data Interpretation and Understanding","#B2DF8A"
"cost benefit analysis",10,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"protection of home and family",8,"Protection and Preparedness","#FB9A99"
"based on average",7,"Data Interpretation and Understanding","#B2DF8A"
"amount of rain",6,"Rainfall and Flood Risk Assessment","#1F78B4"
"high amount of rain",6,"Rainfall and Flood Risk Assessment","#1F78B4"
"increase in risk of flood(s)",6,"Rainfall and Flood Risk Assessment","#1F78B4"
"good investment",5,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"history of flood",5,"Rainfall and Flood Risk Assessment","#1F78B4"
"low amount of rain",5,"Rainfall and Flood Risk Assessment","#1F78B4"
"saves money",5,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"low risk of flooding",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"no comment",3,"No Reason","#E31A1C"
"not needed",3,"Protection and Preparedness","#FB9A99"
"the description",3,"Data Interpretation and Understanding","#B2DF8A"
"?",2,"No Reason","#E31A1C"
"advantages it offers",2,"Perception and Personal Judgment","#33A02C"
"based on emissions scenario(s)/ projections",2,"Data Interpretation and Understanding","#B2DF8A"
"climate change increases risk",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"I don't understand",2,"Data Interpretation and Understanding","#B2DF8A"
"not worth the cost",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"other actions can be done",2,"Protection and Preparedness","#FB9A99"
"risks associated with insurance",2,"Perception and Personal Judgment","#33A02C"
"wrong answer",2,"Data Interpretation and Understanding","#B2DF8A"
"based on the hindcast",1,"Data Interpretation and Understanding","#B2DF8A"
"change in rainfall",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"I don't believe it",1,"Perception and Personal Judgment","#33A02C"
"it is only rain",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"likely to move",1,"Perception and Personal Judgment","#33A02C"
"more information wanted",1,"Data Interpretation and Understanding","#B2DF8A"
"weather is unpredictable",1,"Rainfall and Flood Risk Assessment","#1F78B4"
