"word","count","topic","color"
"increase in rainfall",33,"Rainfall and Flood Risk Assessment","#1F78B4"
"to be prepared and protect",21,"Protection and Preparedness","#FB9A99"
"avoid damage and its costs",19,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"risk of flood(s)",18,"Rainfall and Flood Risk Assessment","#1F78B4"
"cost effective",13,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"safe than sorry",13,"Protection and Preparedness","#FB9A99"
"logical choice",12,"Perception and Personal Judgment","#33A02C"
"I don't know",11,"No Reason","#E31A1C"
"amount of rain",9,"Rainfall and Flood Risk Assessment","#1F78B4"
"confusion about personal home",9,"Data Interpretation and Understanding","#B2DF8A"
"history of flood",8,"Rainfall and Flood Risk Assessment","#1F78B4"
"increase in risk of flood(s)",8,"Rainfall and Flood Risk Assessment","#1F78B4"
"based on emissions scenario(s)/ projections",6,"Data Interpretation and Understanding","#B2DF8A"
"cost benefit analysis",6,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"good investment",6,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"protection of home and family",5,"Protection and Preparedness","#FB9A99"
"based on average",4,"Data Interpretation and Understanding","#B2DF8A"
"high amount of rain",4,"Rainfall and Flood Risk Assessment","#1F78B4"
"low amount of rain",4,"Rainfall and Flood Risk Assessment","#1F78B4"
"low risk of flooding",4,"Rainfall and Flood Risk Assessment","#1F78B4"
"not worth the cost",4,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"too expensive",4,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"?",3,"No Reason","#E31A1C"
"based on the graph",3,"Data Interpretation and Understanding","#B2DF8A"
"feels right",3,"Perception and Personal Judgment","#33A02C"
"I don't believe it",3,"Perception and Personal Judgment","#33A02C"
"not in a flood zone",3,"Rainfall and Flood Risk Assessment","#1F78B4"
"not needed",3,"Protection and Preparedness","#FB9A99"
"climate change increases risk",2,"Rainfall and Flood Risk Assessment","#1F78B4"
"I don't understand",2,"Data Interpretation and Understanding","#B2DF8A"
"more information wanted",2,"Data Interpretation and Understanding","#B2DF8A"
"saves money",2,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"the description",2,"Data Interpretation and Understanding","#B2DF8A"
"10 yr likelihood",1,"Rainfall and Flood Risk Assessment","#1F78B4"
"advantages it offers",1,"Perception and Personal Judgment","#33A02C"
"based on the hindcast",1,"Data Interpretation and Understanding","#B2DF8A"
"damage costs",1,"Economic Considerations and Cost-Benefit Analysis","#A6CEE3"
"hypothetical",1,"Perception and Personal Judgment","#33A02C"
"likely to move",1,"Perception and Personal Judgment","#33A02C"
"no comment",1,"No Reason","#E31A1C"
"risks associated with insurance",1,"Perception and Personal Judgment","#33A02C"
"unable to read graph",1,"Data Interpretation and Understanding","#B2DF8A"
"wrong answer",1,"Data Interpretation and Understanding","#B2DF8A"
