"county","FIPS","centralDecade","aveWetDays","fiveYrAveWetDaysCentYr_-10","fiveYrAveWetDaysCentYr_-9","fiveYrAveWetDaysCentYr_-8","fiveYrAveWetDaysCentYr_-7","fiveYrAveWetDaysCentYr_-6","fiveYrAveWetDaysCentYr_-5","fiveYrAveWetDaysCentYr_-4","fiveYrAveWetDaysCentYr_-3","fiveYrAveWetDaysCentYr_-2","fiveYrAveWetDaysCentYr_-1","fiveYrAveWetDaysCentYr_0","fiveYrAveWetDaysCentYr_1","fiveYrAveWetDaysCentYr_2","fiveYrAveWetDaysCentYr_3","fiveYrAveWetDaysCentYr_4","fiveYrAveWetDaysCentYr_5","fiveYrAveWetDaysCentYr_6","fiveYrAveWetDaysCentYr_7","fiveYrAveWetDaysCentYr_8","fiveYrAveWetDaysCentYr_9","fiveYrAveWetDaysCentYr_10","fiveYrAveWetDaysCentYr_11","fiveYrAveWetDaysCentYr_12","fiveYrAveWetDaysCentYr_13","fiveYrAveWetDaysCentYr_14","fiveYrAveWetDaysCentYr_15","fiveYrAveWetDaysCentYr_16","fiveYrAveWetDaysCentYr_17","fiveYrAveWetDaysCentYr_18","fiveYrAveWetDaysCentYr_19"
"Accomack_Virginia_51001","51001",1970,0.16629711751663,0,0,0.0902439024390244,0.0902439024390244,0.0902439024390244,0.0902439024390244,0.290243902439024,0.204878048780488,0.275609756097561,0.344512195121951,0.459349593495935,0.189024390243902,0.353658536585366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Accomack_Virginia_51001","51001",2000,0.649186991869919,0.275609756097561,0.278048780487805,0.0780487804878049,0.0731707317073171,0.204878048780488,0.331707317073171,0.329268292682927,0.329268292682927,0.573170731707317,0.575609756097561,0.551219512195122,0.65609756097561,1.08048780487805,0.858536585365854,1.0390243902439,0.936585365853659,1.00243902439024,0.712195121951219,0.851219512195122,0.668292682926829,0.953658536585366,0.8,0.785365853658537,0.634146341463415,0.641463414634146,0.831707317073171,0.948780487804878,0.909756097560976,1.0219512195122,1.01524390243902
"Accomack_Virginia_51001","51001",2030,0.609756097560976,0.560975609756098,0.50609756097561,0.609756097560976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle_Virginia_51003","51003",1970,0.174512987012987,0.185714285714286,0.0714285714285714,0.357142857142857,0.342857142857143,0.342857142857143,0.342857142857143,0.291071428571429,0.0125,0.0267857142857143,0.0334821428571429,0.0446428571428571,0.0535714285714286,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle_Virginia_51003","51003",2000,0.297321428571429,0.0267857142857143,0.0589285714285714,0.239285714285714,0.269642857142857,0.255357142857143,0.401785714285714,0.369642857142857,0.183928571428571,0.146428571428571,0.323214285714286,0.192857142857143,0.339285714285714,0.360714285714286,0.541071428571429,0.369642857142857,0.353571428571429,0.257142857142857,0.239285714285714,0.0589285714285714,0.0875,0.1625,0.2,0.2,0.221428571428571,0.303571428571429,0.3125,0.505357142857143,0.560714285714286,0.8375,0.901785714285714
"Albemarle_Virginia_51003","51003",2030,1.49107142857143,1.0625,0.892857142857143,1.49107142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria_Virginia_51510","51510",1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria_Virginia_51510","51510",2000,0.355555555555556,0,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.666666666666667,0.466666666666667,0.666666666666667,1.13333333333333,1.13333333333333,1.13333333333333,1.41666666666667
"Alexandria_Virginia_51510","51510",2030,1.33333333333333,1.55555555555556,1.16666666666667,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alleghany_Virginia_51005","51005",1970,0.0584415584415584,0,0.108571428571429,0.108571428571429,0.108571428571429,0.108571428571429,0.108571428571429,0,0.02,0.02,0.025,0.0333333333333333,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alleghany_Virginia_51005","51005",2000,0.195714285714286,0.0285714285714286,0.0285714285714286,0.08,0.0685714285714286,0.268571428571429,0.368571428571429,0.368571428571429,0.32,0.311428571428571,0.151428571428571,0.0428571428571429,0.114285714285714,0.125714285714286,0.125714285714286,0.282857142857143,0.282857142857143,0.228571428571429,0.217142857142857,0.217142857142857,0.02,0.0371428571428571,0.12,0.117142857142857,0.171428571428571,0.385714285714286,0.368571428571429,0.314285714285714,0.314285714285714,0.417142857142857,0.253571428571429
"Alleghany_Virginia_51005","51005",2030,0.785714285714286,0.338095238095238,0.392857142857143,0.785714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amelia_Virginia_51007","51007",1970,0.204545454545455,0.0576923076923077,0.0576923076923077,0.257692307692308,0.257692307692308,0.2,0.2,0.392307692307692,0.192307692307692,0.192307692307692,0.240384615384615,0.320512820512821,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amelia_Virginia_51007","51007",2000,0.26474358974359,0.192307692307692,0.219230769230769,0.0269230769230769,0.0269230769230769,0.0269230769230769,0.0269230769230769,0,0,0,0,0.0807692307692308,0.0807692307692308,0.238461538461538,0.438461538461538,0.438461538461538,0.411538461538462,0.573076923076923,0.415384615384615,0.261538461538462,0.484615384615385,0.484615384615385,0.403846153846154,0.403846153846154,0.488461538461538,0.4,0.469230769230769,0.423076923076923,0.503846153846154,0.834615384615385,0.875
"Amelia_Virginia_51007","51007",2030,2.30769230769231,0.961538461538461,1.35576923076923,2.30769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amherst_Virginia_51009","51009",1970,0.0732323232323232,0.227777777777778,0.0555555555555556,0.152777777777778,0.152777777777778,0.122222222222222,0.122222222222222,0.0972222222222222,0.00277777777777778,0.00833333333333333,0.0104166666666667,0.0138888888888889,0.0208333333333333,0.0277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amherst_Virginia_51009","51009",2000,0.293981481481481,0.0444444444444444,0.0777777777777778,0.183333333333333,0.397222222222222,0.411111111111111,0.527777777777778,0.522222222222222,0.416666666666667,0.2,0.180555555555556,0.0444444444444444,0.144444444444444,0.161111111111111,0.2,0.347222222222222,0.330555555555556,0.402777777777778,0.386111111111111,0.408333333333333,0.261111111111111,0.261111111111111,0.266666666666667,0.266666666666667,0.222222222222222,0.377777777777778,0.436111111111111,0.308333333333333,0.35,0.569444444444444,0.517361111111111
"Amherst_Virginia_51009","51009",2030,1.18055555555556,0.592592592592593,0.694444444444444,1.18055555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Appomattox_Virginia_51011","51011",1970,0.0944741532976827,0.0313725490196078,0,0.176470588235294,0.176470588235294,0.176470588235294,0.176470588235294,0.176470588235294,0,0.0313725490196078,0.0392156862745098,0.0522875816993464,0.0784313725490196,0.156862745098039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Appomattox_Virginia_51011","51011",2000,0.203921568627451,0.0313725490196078,0.0352941176470588,0.0352941176470588,0.0470588235294118,0.137254901960784,0.137254901960784,0.133333333333333,0.133333333333333,0.12156862745098,0,0,0.196078431372549,0.196078431372549,0.325490196078431,0.415686274509804,0.415686274509804,0.305882352941176,0.305882352941176,0.247058823529412,0.156862745098039,0.250980392156863,0.282352941176471,0.282352941176471,0.211764705882353,0.211764705882353,0.188235294117647,0.211764705882353,0.270588235294118,0.509803921568627,0.637254901960784
"Appomattox_Virginia_51011","51011",2030,1.19607843137255,0.73202614379085,0.745098039215686,1.19607843137255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington_Virginia_51013","51013",1970,0.0454545454545455,0,0,0,0,0,0,0,0.1,0.1,0.125,0.166666666666667,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington_Virginia_51013","51013",2000,0.416666666666667,0.1,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.6,0.75,0.55,0.65,1.2,1.2,1.2,1.5
"Arlington_Virginia_51013","51013",2030,1.25,1.66666666666667,1.125,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta_Virginia_51015","51015",1970,0.062200956937799,0.0789473684210526,0.0539473684210526,0.130263157894737,0.122368421052632,0.111842105263158,0.111842105263158,0.0763157894736842,0.00657894736842105,0.00657894736842105,0.00822368421052632,0.0109649122807018,0.0164473684210526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
