"county","FIPS","centralDecade","aveWetDays","fiveYrAveWetDaysCentYr_-10","fiveYrAveWetDaysCentYr_-9","fiveYrAveWetDaysCentYr_-8","fiveYrAveWetDaysCentYr_-7","fiveYrAveWetDaysCentYr_-6","fiveYrAveWetDaysCentYr_-5","fiveYrAveWetDaysCentYr_-4","fiveYrAveWetDaysCentYr_-3","fiveYrAveWetDaysCentYr_-2","fiveYrAveWetDaysCentYr_-1","fiveYrAveWetDaysCentYr_0","fiveYrAveWetDaysCentYr_1","fiveYrAveWetDaysCentYr_2","fiveYrAveWetDaysCentYr_3","fiveYrAveWetDaysCentYr_4","fiveYrAveWetDaysCentYr_5","fiveYrAveWetDaysCentYr_6","fiveYrAveWetDaysCentYr_7","fiveYrAveWetDaysCentYr_8","fiveYrAveWetDaysCentYr_9","fiveYrAveWetDaysCentYr_10","fiveYrAveWetDaysCentYr_11","fiveYrAveWetDaysCentYr_12","fiveYrAveWetDaysCentYr_13","fiveYrAveWetDaysCentYr_14","fiveYrAveWetDaysCentYr_15","fiveYrAveWetDaysCentYr_16","fiveYrAveWetDaysCentYr_17","fiveYrAveWetDaysCentYr_18","fiveYrAveWetDaysCentYr_19"
"Accomack_Virginia_51001","51001",1970,0.569844789356984,0.224390243902439,0.24390243902439,0.38780487804878,0.51219512195122,0.702439024390244,0.682926829268293,0.963414634146341,0.795121951219512,0.741463414634146,0.685975609756098,0.914634146341463,0.615853658536585,0.353658536585366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Accomack_Virginia_51001","51001",2000,1.87967479674797,0.653658536585366,0.85609756097561,0.553658536585366,0.378048780487805,0.909756097560976,0.931707317073171,1.09024390243902,1.84878048780488,2.38536585365854,2.18536585365854,2.18536585365854,1.99024390243902,1.68780487804878,1.46585365853659,2.10487804878049,2.19268292682927,2.53170731707317,2.98292682926829,2.89756097560976,2.05853658536585,2.78048780487805,2.50975609756098,1.95365853658537,1.89512195121951,2.57073170731707,2.29512195121951,2.31707317073171,2.25121951219512,2.77804878048781,2.375
"Accomack_Virginia_51001","51001",2030,3.48780487804878,2.0650406504065,2.45731707317073,3.48780487804878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle_Virginia_51003","51003",1970,0.851461038961039,0.680357142857143,0.364285714285714,0.928571428571429,0.933928571428571,1.49285714285714,1.4375,1.34821428571429,0.930357142857143,0.925,0.457589285714286,0.610119047619048,0.401785714285714,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albemarle_Virginia_51003","51003",2000,1.67440476190476,0.916071428571429,1.34821428571429,1.44107142857143,1.45535714285714,1.77142857142857,1.59107142857143,1.19821428571429,1.28928571428571,1.15714285714286,1.03571428571429,0.758928571428571,1.28571428571429,1.3,1.91071428571429,2.12321428571429,2.19821428571429,1.89642857142857,1.55357142857143,1.375,2.23392857142857,2.17857142857143,2.31785714285714,2.46071428571429,2.31071428571429,1.15357142857143,1.41785714285714,2.11785714285714,2.00178571428571,2.69821428571429,3.21875
"Albemarle_Virginia_51003","51003",2030,5.03571428571429,3.66369047619048,2.73660714285714,5.03571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria_Virginia_51510","51510",1970,0.0909090909090909,0.4,0,0,0,0,0,0.2,0.2,0.2,0.25,0.333333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria_Virginia_51510","51510",2000,1.37777777777778,0.2,0.733333333333333,0.733333333333333,0.933333333333333,1.13333333333333,1.53333333333333,1.2,1.2,1.2,1,0.6,0.6,0.8,1.06666666666667,1.46666666666667,1.66666666666667,2,1.6,1.6,2,2,1.66666666666667,2.2,2.06666666666667,1.26666666666667,1.26666666666667,2,1.73333333333333,1.93333333333333,2.41666666666667
"Alexandria_Virginia_51510","51510",2030,2.66666666666667,2.88888888888889,2,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alleghany_Virginia_51005","51005",1970,0.34025974025974,0.182857142857143,0.134285714285714,0.34,0.32,0.571428571428571,0.571428571428571,0.577142857142857,0.408571428571429,0.408571428571429,0.196428571428571,0.261904761904762,0.0928571428571429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
