"county","FIPS","year","winter","spring","summer","fall"
"Accomack_Virginia_51001","51001",1979,NA,0,0,0.0121951219512195
"Accomack_Virginia_51001","51001",1980,0,0,0,1
"Accomack_Virginia_51001","51001",1981,0,0,0,0
"Accomack_Virginia_51001","51001",1982,0,0.0121951219512195,0,0
"Accomack_Virginia_51001","51001",1983,0,0,0,0
"Accomack_Virginia_51001","51001",1984,0.0975609756097561,0.109756097560976,0,0
"Accomack_Virginia_51001","51001",1985,0,0,0.451219512195122,1.26829268292683
"Accomack_Virginia_51001","51001",1986,0,0,0,0
"Accomack_Virginia_51001","51001",1987,1.58536585365854,0,0,0
"Accomack_Virginia_51001","51001",1988,0,0,0,0
"Accomack_Virginia_51001","51001",1989,0,0,1,0.51219512195122
"Accomack_Virginia_51001","51001",1990,0,0.853658536585366,0.024390243902439,0
"Accomack_Virginia_51001","51001",1991,0,0,0.353658536585366,0
"Accomack_Virginia_51001","51001",1992,0,0,0,0.524390243902439
"Accomack_Virginia_51001","51001",1993,0,1,0.0121951219512195,0
"Accomack_Virginia_51001","51001",1994,0,0,0,0
"Accomack_Virginia_51001","51001",1995,0,0,0,0
"Accomack_Virginia_51001","51001",1996,0,0,1.01219512195122,2
"Accomack_Virginia_51001","51001",1997,0,0,0.634146341463415,0
"Accomack_Virginia_51001","51001",1998,1.80487804878049,0,0,0
"Accomack_Virginia_51001","51001",1999,0,1,0,2.79268292682927
"Accomack_Virginia_51001","51001",2000,0,0.75609756097561,1.21951219512195,0.707317073170732
"Accomack_Virginia_51001","51001",2001,0,0.98780487804878,1.02439024390244,0
"Accomack_Virginia_51001","51001",2002,0,0,0.51219512195122,0.121951219512195
"Accomack_Virginia_51001","51001",2003,0,0,0.524390243902439,0.304878048780488
"Accomack_Virginia_51001","51001",2004,0,0,2.1219512195122,0.0731707317073171
"Accomack_Virginia_51001","51001",2005,0.0853658536585366,0.463414634146341,0.109756097560976,1
"Accomack_Virginia_51001","51001",2006,0,0,1.92682926829268,3.28048780487805
"Accomack_Virginia_51001","51001",2007,0,1,0,0
"Accomack_Virginia_51001","51001",2008,0.0731707317073171,0,0.853658536585366,0.670731707317073
"Accomack_Virginia_51001","51001",2009,1,0,0.670731707317073,3.47560975609756
"Accomack_Virginia_51001","51001",2010,0.390243902439024,0,0.804878048780488,0.341463414634146
