"county","FIPS","year","wetDays"
"Accomack_Virginia_51001","51001",1979,0.0121951219512195
"Accomack_Virginia_51001","51001",1980,1
"Accomack_Virginia_51001","51001",1981,0
"Accomack_Virginia_51001","51001",1982,0.0121951219512195
"Accomack_Virginia_51001","51001",1983,0.0975609756097561
"Accomack_Virginia_51001","51001",1984,0.109756097560976
"Accomack_Virginia_51001","51001",1985,1.71951219512195
"Accomack_Virginia_51001","51001",1986,0.621951219512195
"Accomack_Virginia_51001","51001",1987,0.963414634146341
"Accomack_Virginia_51001","51001",1988,0
"Accomack_Virginia_51001","51001",1989,1.51219512195122
"Accomack_Virginia_51001","51001",1990,0.878048780487805
"Accomack_Virginia_51001","51001",1991,0.353658536585366
"Accomack_Virginia_51001","51001",1992,0.524390243902439
"Accomack_Virginia_51001","51001",1993,1.01219512195122
"Accomack_Virginia_51001","51001",1994,0
"Accomack_Virginia_51001","51001",1995,0
"Accomack_Virginia_51001","51001",1996,3.01219512195122
"Accomack_Virginia_51001","51001",1997,0.634146341463415
"Accomack_Virginia_51001","51001",1998,1.80487804878049
"Accomack_Virginia_51001","51001",1999,3.79268292682927
"Accomack_Virginia_51001","51001",2000,2.68292682926829
"Accomack_Virginia_51001","51001",2001,2.01219512195122
"Accomack_Virginia_51001","51001",2002,0.634146341463415
"Accomack_Virginia_51001","51001",2003,0.829268292682927
"Accomack_Virginia_51001","51001",2004,2.28048780487805
"Accomack_Virginia_51001","51001",2005,1.57317073170732
"Accomack_Virginia_51001","51001",2006,5.20731707317073
"Accomack_Virginia_51001","51001",2007,1.07317073170732
"Accomack_Virginia_51001","51001",2008,2.52439024390244
"Accomack_Virginia_51001","51001",2009,4.53658536585366
"Accomack_Virginia_51001","51001",2010,1.14634146341463
"Accomack_Virginia_51001","51001",2011,1.01219512195122
"Accomack_Virginia_51001","51001",2012,4.68292682926829
"Accomack_Virginia_51001","51001",2013,1.17073170731707
"Accomack_Virginia_51001","51001",2014,1.75609756097561
"Accomack_Virginia_51001","51001",2015,0.853658536585366
"Accomack_Virginia_51001","51001",2016,4.39024390243902
"Accomack_Virginia_51001","51001",2017,3.30487804878049
"Accomack_Virginia_51001","51001",2018,1.28048780487805
"Accomack_Virginia_51001","51001",2019,1.42682926829268
"Accomack_Virginia_51001","51001",2020,3.48780487804878
"Albemarle_Virginia_51003","51003",1979,3.05357142857143
"Albemarle_Virginia_51003","51003",1980,0
"Albemarle_Virginia_51003","51003",1981,0.0714285714285714
"Albemarle_Virginia_51003","51003",1982,0
"Albemarle_Virginia_51003","51003",1983,0.276785714285714
"Albemarle_Virginia_51003","51003",1984,1.47321428571429
"Albemarle_Virginia_51003","51003",1985,2.82142857142857
"Albemarle_Virginia_51003","51003",1986,0.0982142857142857
"Albemarle_Virginia_51003","51003",1987,2.79464285714286
"Albemarle_Virginia_51003","51003",1988,0
"Albemarle_Virginia_51003","51003",1989,1.02678571428571
"Albemarle_Virginia_51003","51003",1990,0.732142857142857
"Albemarle_Virginia_51003","51003",1991,0.0714285714285714
"Albemarle_Virginia_51003","51003",1992,2.75
"Albemarle_Virginia_51003","51003",1993,2.16071428571429
"Albemarle_Virginia_51003","51003",1994,1.49107142857143
"Albemarle_Virginia_51003","51003",1995,0.803571428571429
"Albemarle_Virginia_51003","51003",1996,1.65178571428571
"Albemarle_Virginia_51003","51003",1997,1.84821428571429
"Albemarle_Virginia_51003","51003",1998,0.196428571428571
"Albemarle_Virginia_51003","51003",1999,1.94642857142857
"Albemarle_Virginia_51003","51003",2000,0.142857142857143
"Albemarle_Virginia_51003","51003",2001,1.04464285714286
"Albemarle_Virginia_51003","51003",2002,0.464285714285714
"Albemarle_Virginia_51003","51003",2003,2.83035714285714
"Albemarle_Virginia_51003","51003",2004,2.01785714285714
"Albemarle_Virginia_51003","51003",2005,3.19642857142857
"Albemarle_Virginia_51003","51003",2006,2.10714285714286
"Albemarle_Virginia_51003","51003",2007,0.839285714285714
"Albemarle_Virginia_51003","51003",2008,1.32142857142857
"Albemarle_Virginia_51003","51003",2009,0.303571428571429
"Albemarle_Virginia_51003","51003",2010,2.30357142857143
"Albemarle_Virginia_51003","51003",2011,6.40178571428571
"Albemarle_Virginia_51003","51003",2012,0.5625
"Albemarle_Virginia_51003","51003",2013,2.01785714285714
"Albemarle_Virginia_51003","51003",2014,1.01785714285714
"Albemarle_Virginia_51003","51003",2015,1.55357142857143
"Albemarle_Virginia_51003","51003",2016,0.616071428571429
"Albemarle_Virginia_51003","51003",2017,1.88392857142857
"Albemarle_Virginia_51003","51003",2018,5.51785714285714
"Albemarle_Virginia_51003","51003",2019,0.4375
